"classId","name","cell","x","y","z","destCell","destX","destY","destZ"
"9072","Mainland Portal","BC11015A","83.785","74.029","240.005","BA110101","86","36","118"
"2084","Lakeside Lair","BC970000","3.81672","30.4902","1.905","01AF012C","60","-40","0"
"15837","Sanctum Residential Halls Portal","BC9F0000","64.629","55.24","54.005","54650140","40","-70","0"
"43065","Portal to Town Network","BC9F003C","178.418","78.8008","32.198","00070143","70","-60","0.005"
"43065","Portal to Town Network","BC9F003C","178.418","78.8008","32.198","00070143","70","-60","0.005"
"19718","Effigy Foundry Portal","BC9F0165","181.339","114.617","26.805","545901B0","10","-80","6.005"
"6092","Cragstone Meeting Hall Portal","BC9F0169","154.823","178.957","34.005","01210126","30","-60","6"
"8618","Vesayen Isles Portal","BCCC0000","25.2407","104.076","310.575","E5240007","11.9","153.5","-0.1"
"1112","Isle of Tears Portal","BD9E0000","153.2","188","2","C09B0015","64.2","119.3","2"
"53447","Eldrytch Web Gauntlet","BDA00022","112.631","45.3831","-0.063","596B0110","120","-80","0.005"
"37385","Eldrytch Web Stronghold","BDA00023","100.429","55.7656","-0.163","00B80294","110","-20","0.005"
"3626","Mite Tunnels","BDAF0100","180","147.574","86.805","01A401E6","30","-120","0"
"1103","Eotensfang Portal","BDD00000","11.4406","126.015","112.902","CBB40003","6.9","66.5","283.1"
"42852","Portal to Town Network","BDD20033","164.757","58.7639","186.198","00070145","70","-80","0.005"
"31342","KEEP OUT!","BDD20036","154.654","129.682","183.516","2B200024","113.84","89.6186","200.005"
"1306","Bandit Castle Prison","BDD20128","165.3","82.9","186","01E20231","71.894","-20","24.005"
"8379","Banderling Conquest Dungeon","BE5B0000","99.8725","28.6991","6.005","02C80258","330","-10","0"
"25227","Tainted Grotto","BE690000","131.666","39.0224","26.005","634C03D3","43.3208","-109.827","6.005"
"32676","Cells of the Black Book","BE720108","99","98","1.137","008902FF","220","0","0"
"32677","Cells of the Black Book","BE720108","92","98","1.137","008902FF","220","0","0"
"32674","Cells of the Black Book","BE72010B","92","118","1.137","008902FF","220","0","0"
"32675","Cells of the Black Book","BE72010B","99","118","1.137","008902FF","220","0","0"
"12692","Hollow Lair near Lytelthorpe","BE7C0000","166.942","130.946","31.0053","039C0202","90.2","-51","0"
"12516","Maedew Portal","BE820000","67.5457","36.7668","39.2623","D0740003","19.628","66.71","28.005"
"12490","East Lytelthorpe Settlement Portal","BE820000","75.4669","44.7211","38.005","C77F0036","162.425","132.423","30.399"
"12552","South Lytelthorpe  Portal","BE820000","84.9082","50.9583","38.005","C27C0035","157.184","111.013","38.202"
"12535","North Yanshi Plains Settlement Portal","BE820000","68.023","27.7925","39.4914","BB790020","85.973","179.565","28.005"
"13114","Neu Gerz Villas Portal","BE820000","75.6442","18.1893","38.1855","C6760025","104.253","101.668","19.533"
"13115","North Lytelthorpe Villas Portal","BE820000","99.4954","45.0508","37.7592","BC87002C","127.261","80.222","24.005"
"13103","Enchanter's Meadow Portal","BE820000","83.0495","15.5048","37.7921","AD860025","102.469","110.403","25.344"
"13122","Riverbend Cottages Portal","BE820000","103.984","37.9236","37.167","D07B0011","68.801","12.543","16.005"
"15165","Jin-Lai Stronghold Portal","BE820000","90.6524","11.315","37.5077","CB760004","14.354","87.151","22.005"
"15143","Asbel Domain Portal","BE820000","98.5647","4.83544","37.6132","B17E0013","56.062","56.644","25.285"
"15181","Osric Cottages Portal","BE820000","111.175","31.3039","36.6137","B286001B","81.612","65.653","40.121"
"15150","Darawyll Village Portal","BE820000","116.743","26.697","36.2297","B28B0013","60.09","61.243","21.109"
"15151","Devana Portal","BE820000","60.9286","44.204","39.5603","A97D001B","76.1","70.665","18.005"
"10792","Stable Rift","BE890000","75.361","86.146","43.666","029002C9","50","0","0"
"1327","Small Icecave","BED30000","67.17","170.94","146","01E60250","140","-190","6.1"
"12290","Singular Chorizite Repository","BF1E0000","180.287","151.425","292.41","03A0027F","90","-540","0"
"4895","Lost Distillery Portal","BF7E0102","84","93","22.805","016401F1","115.522","-77.617","0"
"21464","Haven Residential Halls Portal","BF800000","182.129","42.7241","35.1824","56560140","40","-70","0"
"43065","Portal to Town Network","BF80002B","139.167","70.6625","34.198","00070143","70","-60","0.005"
"19717","Mannikin Foundry Portal","BF80017C","134.862","51.2874","28.805","545A013C","10","-50","6.005"
"6099","Lytelthorpe Meeting Hall Portal","BF800191","179.964","86.4966","36.005","01280126","30","-60","6"
"2344","Swamp Ruin","C0600101","108.004","22.4159","1.205","01C50138","39.87","-3.15","-5.99"
"1113","Cragstone Portal","C09B0000","61.6","38.4","2","BD9F0039","176.5","22.6","2"
"25496","Renegade Garrison","C0B60000","70.2141","166.339","212.343","60490326","50","-112.929","0.1"
"5606","Folthid Cellar Portal","C1740105","90.703","129","13.66","013B0333","60","-80","0"
"4166","Dungeon Maggreth Portal","C1840000","35.182","20.07","50","014F01B9","30","-60","-12"
"3649","Olthoi Tunnels","C1BB0000","128.309","100.343","151.643","018D01C5","60","-20","-17.995"
"7254","Olthoi Horde Nest","C1CF0000","76.8862","165.883","278.183","02FD03A6","90","-650","0.005"
"27477","Burun Burrow","C25D0100","155.645","28.3482","0.805","624702B3","90","-96.5802","0.005"
"7208","Setab's Barracks Portal","C2820000","57.8179","162.889","54.005","010601AF","0","-10","6"
"1099","Underground City Portal","C29A0000","166.547","25.265","73.8931","01E901AD","120","-130","-11.995"
"6084","Empyrean Foundry Portal","C3600000","19.0042","11.1853","6.005","013602B6","40","-130","0"
"38400","Corrupted Catacombs","C3610005","10.4474","97.1284","5.79017","00BA0348","121.007","-99.094","0.005"
"1595","Abandoned Mine","C3AB0000","109.221","12.924","116.005","01C9022D","72.9","-30.2","0"
"7610","Lugian Quarry Portal","C42E0000","150.476","183.642","254.769","02E80232","80","-530","0"
"6397","Serac Vault Portal","C4340000","25.9823","96.5481","150.102","01170140","-1.6","-100","-18"
"2341","Trialos","C4360000","111.782","16.4698","64.713","01C30105","11.3","-72.92","0"
"7941","Fenmalain Vestibule Portal","C4440000","92.9729","152.769","249.022","02DB0306","150","-16","12"
"1122","Trothyr's Rest","C48C0000","10.2642","72.9759","29.1503","01FD02B5","88.76","-59.916","12"
"2067","A Ruin","C48D0000","45.2677","154.041","15.7426","01B8012E","30.29","-48.72","0"
"1603","A Ruin","C4A80000","15.9788","125.227","66.4929","0187011D","10","-30","0"
"14928","Wedding Trials Dungeon","C4A80000","91.5091","84.5421","60.3792","52690164","50","-190","0"
"4961","Forgotten Temple Portal","C5800102","51.603","108","30.805","015101FE","70","-60","30"
"19716","Mammet Foundry Portal","C5A6011B","179.698","17.7833","32.805","5458025F","10","-110","6.005"
"6090","Arwic Meeting Hall Portal","C5A90101","31.813","77.701","54.005","011F0126","30","-60","6"
"1904","Mountain Shortcut","C5AB0000","85.5784","8.44502","52.8735","C5B2001E","91.7","128.2","261"
"24914","Olthoi Brood Hive","C5D00000","131.105","20.2223","111.875","584B04F1","65.6376","-11.5578","0.005"
"2076","Dungeon Gallery Tower","C68C0000","83.9743","157.814","29.0029","01AD0116","29.94","-32.6","0"
"1088","Arwic Mines Portal","C6A90000","90.5567","140.355","41.937","01EF03DD","67.5","-69.8","0"
"43065","Portal to Town Network","C6A9001B","78.341","58.2254","42.198","00070143","70","-60","0.005"
"1121","Mite Maze Portal","C6B20000","190.3","156.3","303","01F801D4","6.1","-101.6","0"
"37070","Trial of the Deep","C6EA003B","168.937","51.8072","-0.063","00A90122","0","-50","0.005"
"4053","Mines of Despair","C7210100","2.97536","17.8265","209.66","01880307","30","-70","0"
"34438","Gateway to the Halls of Metos","C770010D","170.316","185.421","39.137","02F50297","100","-330","0"
"1335","A Drudge Nest","C78D0000","56.776","21.25","22.1","01D80108","21.4","-1.3","0"
"72092","Paradox Queen's Lair","C7B70104","-127.321","98.9571","90.6094","C7B7011B","-108.681","61.0247","96.4"
"1091","Surface","C7B70105","-84.9326","103.878","91.074","D8CA0014","58.339","92.125","275.1"
"35935","Paradox-Touched Olthoi Queen's Lair","C7B703B5","32.1421","-10.157","150.337","C7B7011B","-108.681","61.0247","96.4"
"1091","Surface","C7B70455","-56.3965","15.1047","162.337","D8CA0014","58.339","92.125","275.1"
"42819","Portal to Arwic","C7E3000A","29.7151","35.656","-0.445","C6A90009","46.805","4.219","42.005"
"32127","Vissidal Island","C7E90017","68.1729","162.705","-0.163","C8E2002A","136","42","0.005"
"4933","Old Warehouse","C88A0100","12","43.5","58.805","0165015B","40","-20","0"
"20919","Martine's Retreat","C88C0000","51.7343","136.131","22.005","56600187","149.882","-10.7176","0"
"43065","Portal to Town Network","C88C0016","52.2656","120.75","22.198","00070143","70","-60","0.005"
"19717","Mannikin Foundry Portal","C88C0170","52.3227","118.721","16.805","545A013C","10","-50","6.005"
"6103","Rithwic Meeting Hall Portal","C88D0101","35.0909","14.0979","24.005","012C0126","30","-60","6"
"1331","Cave","C8960000","13.3225","73.8515","8.01725","01F1010A","20","-40","0"
"2086","Lair of Death","C8B30000","13.8995","177.473","242.794","01AA01EC","20","-50","0.005"
"32508","Temple of the Stirring Shadow","C8DC0033","149.922","53.7641","31.937","004502C2","40","-420","0.006"
"1601","Lost Garden Ruins","C92D0100","107.812","33.022","151.66","01B102BD","39.52","-8","6"
"43067","Portal to Town Network","C95B002D","130.475","101.854","12.198","00070156","80","-70","0.005"
"19716","Mammet Foundry Portal","C95B0168","108.103","123.139","6.805","5458025F","10","-110","6.005"
"6105","Sawato Meeting Hall Portal","C95B0175","107.712","160.154","14.005","012E0126","30","-60","6"
"1432","Rithwic Crypt","C9900000","62.423","186.288","14.005","01CD0144","39.87","-52.8","0"
"12493","East Span Way Settlement Portal","C9A80000","132.632","98.3292","49.8109","BBA8003D","180.462","101.232","74.005"
"12549","Southeast Arwic Settlement Portal","C9A80000","123.419","100.022","49.7201","CAA30003","18.707","69.567","38.005"
"12482","Cape Feirgard Cottages Portal","C9A80000","122.501","109.383","49.7966","D1A50029","134.538","18.162","4.609"
"12543","Sennon Valley Retreat Portal","C9A80000","127.477","116.546","49.382","CFC0001C","92.843","83.818","0.005"
"13104","Far Claw Villas Portal","C9A80000","140.282","100.378","49.6402","C9C30034","160.754","88.934","22.005"
"13090","South Beach Pass Villas Portal","C9A80000","133.964","122.079","48.8414","D1AB0018","66.18","178.253","65.151"
"14252","Alvador Portal","C9A80000","148.269","99.4928","49.6492","B2D40016","64.943","121.646","62.357"
"14654","Norvale Portal","C9A80000","139.585","129.86","48.3729","C0D90024","110.548","81.501","99.634"
"14614","Bleak Valley Portal","C9A80000","147.151","138.09","48.005","B3C20023","112.764","68.635","155.318"
"14628","Eotensfang Cottages Portal","C9A80000","155.914","100.114","49.0122","CBB20016","59.806","136.699","212.555"
"14650","Lost Wish Cottages Portal","C9A80000","153.889","147.625","48.005","CEB1001C","81.384","78.852","91.569"
"15149","Dagger Vale Portal","C9A80000","172.462","101.187","48.005","A3E7001D","77.642","107.465","55.535"
"15665","Artifice Cottages Portal","C9A80000","183.168","102.346","48.005","8F15001D","78.648","106.778","297.649"
"15667","Baron's Domain Portal","C9A80000","160.148","156.577","48.005","AED0001D","94.138","101.331","46.16"
"15669","Broken Haft Vale Portal","C9A80000","165.119","163.248","48.005","C4D9001D","83.73","117.971","82.005"
"19158","Secluded Valley Cottages Portal","C9A80000","115.267","102.238","50.7939","D3C0001B","84.308","52.06","99.052"
"19150","Jeweled Thorn Estates Portal","C9A80000","112.32","109.385","51.285","D7C2001D","76","98","131.944"
"19147","Hand-on-Sword Cottages Portal","C9A80000","117.003","92.8671","50.2547","D6BE0024","111.733","93.785","106.005"
"19142","Defiant Prey Cottages Portal","C9A80000","123.596","87.6442","50.005","82C7001E","83.037","123.944","97.743"
"33543","Deep Mukkir Nest","C9E40026","108.505","125.716","-0.163","005405C3","59.9318","-413.711","0.005"
"1903","Desert Ridge Border","CA2D0101","180","185","170.005","B178001C","74.9","75.4","22.3"
"25837","Unicorn's Grace","CA4F0000","124.162","175.541","67.6219","64490278","109.641","-44.281","0.005"
"1333","A Mosswart Nest","CA520000","164.517","21.5129","58.4222","01DF0106","7.1","-28.8","0.5"
"12492","East Sawato Settlement Portal","CA5D0000","58.096","75.8792","12.005","CF5C0018","69.258","182.433","20.005"
"12542","Sawato Foothills Settlement Portal","CA5D0000","57.696","87.7449","12.005","CE570027","114.358","148.53","31.535"
"12475","Ayn Tayan Portal","CA5D0000","64.2604","99.3999","12.005","C44E002E","126.536","125.914","29.409"
"12491","West Sawato Cottages Portal","CA5D0000","77.2305","99.6786","12.005","C2580018","68.667","182.4","12.005"
"12477","Blackmire Edge Cottages Portal","CA5D0000","82.5891","89.8191","12.005","B95C003E","185.652","121.417","10.534"
"12508","Jinianshi Portal","CA5D0000","82.2652","78.4379","12.005","B55D0026","110.646","0.279","21.564"
"13116","North Sawato Villas Portal","CA5D0000","63.9902","69.1405","11.2901","C5660016","58.856","134.175","72.91"
"14273","Mire Hill Portal","CA5D0000","77.5032","66.1104","12.005","CB640024","99.768","77.145","14.434"
"14281","Sclavavania Portal","CA5D0000","90.3356","82.534","12.005","D1640019","76.572","19.046","6.005"
"14276","Narsys Portal","CA5D0000","52.1129","99.5617","12.005","DA6B0026","112.497","135.582","26.63"
"14646","Lo-Han Portal","CA5D0000","51.3078","68.5057","11.1314","C1540015","65.77","101.383","26.973"
"14679","Zin-Dai Portal","CA5D0000","43.9513","77.8039","10.9928","B953002C","126.151","81.936","18.349"
"14626","Empyrean Fields Cottages Portal","CA5D0000","64.493","109.711","12.005","B54F0026","100.376","123.276","5.732"
"15167","Kuyiza Portal","CA5D0000","90.4656","93.062","12.005","B252001D","75.307","100.309","37.646"
"15200","Village Quan Portal","CA5D0000","66.3839","60.8646","10.601","CE680026","100.839","130.128","59.693"
"15193","South Siege Villas Portal","CA5D0000","86.6715","68.9172","12.005","DA6F001D","73.005","107.184","23.921"
"19144","Explorer's Villas Portal","CA5D0000","77.5207","112.693","12.005","D1CC001B","95.244","71.331","39.942"
"6393","Incunabula Vault Portal","CA620000","85.4292","131.975","6.005","011A03F9","50","-349","0"
"24633","Olthoi Brood Hive","CAC00000","30.96","41.7244","9.36796","5E4A043D","30","0","0.005"
"24635","Olthoi Brood Hive","CAD80000","136.469","84.9814","52.005","5E4B0435","18.8143","-12.6949","0.005"
"12511","Leafdawning Settlement Portal","CB8A0000","109.302","50.5611","16.005","C18F0025","110.706","116.91","11.748"
"12520","Meridian Cottages Portal","CB8A0000","99.152","51.3599","16.005","C3870037","150.228","148.095","30.865"
"12500","Gaerwel Edge Settlement Portal","CB8A0000","93.0409","59.0382","16.005","CE870003","3.87","56.396","22.328"
"12546","Siege Road Settlement Portal","CB8A0000","92.4645","68.2178","16.005","D47E0030","140.347","171.382","22.005"
"13102","East Rithwic Estates Portal","CB8A0000","116.701","52.2858","16.005","D28C0014","67.553","87.959","28.376"
"13140","West Rithwic Estates Portal","CB8A0000","123.307","56.8922","16.2806","BB8E0023","103.85","68.121","48.268"
"13129","Slinker Meadows Portal","CB8A0000","91.5895","76.9193","16.4149","CA830024","107.395","84.655","31.9"
"14282","Siege Road Villas Portal","CB8A0000","93.7959","84.5303","16.9939","D1830022","100.52","40.533","24.627"
"14639","King Pwyll Square Portal","CB8A0000","129.163","64.1183","16.7685","AD8B0024","99.895","88.532","34.005"
"15159","Glystaene Cottages Portal","CB8A0000","101.342","90.8878","17.579","A4CF0015","63.497","104.593","141.422"
"15178","New Cannthalo Portal","CB8A0000","109.152","92.6545","17.7262","C7D2001D","78.158","116.527","59.492"
"19149","Isparian Flame Estates Portal","CB8A0000","90.6071","51.517","16.005","D1D00026","100.999","124.618","61.588"
"1102","Bandit Castle Portal","CBB40000","14.9685","98.0022","286.84","BDD00006","16.9","120.5","115.1"
"24880","Olthoi Brood Hive","CBCA0000","175.528","127.833","74.7922","5E48043D","30","0","0.005"
"24433","Matron Hive East","CC410000","171.995","40.2685","54.005","6146036E","140.042","-182.837","0.005"
"1333","A Mosswart Nest","CC520000","179.643","38.143","54.3011","01DF0106","7.1","-28.8","0.5"
"1333","A Mosswart Nest","CC5E0000","112.6","1.87","14.1","01DF0106","7.1","-28.8","0.5"
"12533","North Eastham Meadow Portal","CC950000","59.4769","42.5984","20.5985","CA9C0031","149.574","7.724","5.54"
"12557","Strathelar's Watch Cottages Portal","CC950000","51.9455","51.3708","21.6762","C7980003","12.987","68.253","8.005"
"12509","Lake Blessed Cottages Portal","CC950000","45.2177","59","21.0883","C7940003","8.368","61.926","2.005"
"12497","Filos' Font Cottages Portal","CC950000","43.5456","67.7913","20.3803","CE90002A","124.833","44.92","28.005"
"13092","Beach Pass Villas Portal","CC950000","43.6562","79.7934","20.005","D6BA001E","93.23","124.406","42.005"
"13100","Dryreach Beach Manors Portal","CC950000","68.9444","41.3568","20.005","DE7A0035","148.389","114.488","4.005"
"14617","Desert Boundary Cottages Portal","CC950000","78.2554","43.8534","19.6595","74880003","2.762","50.053","60.005"
"14634","Hermit Hill Cottages Portal","CC950000","84.5242","50.9628","20.005","A5910026","111.445","125.053","47.885"
"15142","Asandra Cottages Portal","CC950000","89.4181","59.3735","20.4043","5DC60025","103.338","115.567","60.005"
"15190","Sliver-of-BlueCottages Portal","CC950000","93.5389","68.392","21.4992","42AA000F","28.275","161.313","71.448"
"15175","Midhill Cottages Portal","CC950000","45.0225","90.52","20.005","81E9001D","89.847","113.437","118.398"
"15183","P'rnelle Acres Portal","CC950000","50.3258","99.9326","20.1988","CBD60024","103.811","90.089","33.894"
"7321","Wilderness Citadel Portal","CD2A0000","123.144","114.402","148.36","02F20152","140","-130","0"
"8502","South Shore Heights","CD3B0000","155.856","41.9099","232.969","B013003E","181","134.3","183"
"19358","Atrium Residential Halls Portal","CD410000","84.4934","169.047","54.005","56610140","40","-70","0"
"43067","Portal to Town Network","CD410026","108.321","125.145","54.198","00070156","80","-70","0.005"
"19716","Mammet Foundry Portal","CD41018A","110.874","122.611","48.805","5458025F","10","-110","6.005"
"6091","Baishi Meeting Hall Portal","CD41018E","56.0944","126.787","56.005","01200126","30","-60","6"
"4927","Filos' Doom","CD8E0100","52","84","16.805","0150018A","30","0","0"
"2092","Simple Tower Portal","CD950000","116.484","34.0987","20.005","019D0118","40.73","-29.92","0"
"1331","Cave","CD960004","13.3","73.9","30.8287","01F1010A","20","-40","0"
"21418","Frost Guardian Lair","CDC10000","73.8507","72.7684","0.005","5743014A","47.9531","-2.5","6.005"
"14500","Empyrean Ice Propylaeum","CDC20000","102.932","6.06783","-0.095","5272014B","30","0","0"
"12532","North Baishi Cottages Portal","CE400000","155.608","150.938","62.3942","CE470022","107.495","43.366","44.559"
"12536","Oboro Portal","CE400000","153.228","139.447","63.246","B141002B","132.389","53.526","35.037"
"13136","Tanshi Portal","CE400000","151.122","130.99","63.6827","D346001A","92.574","29.647","40.005"
"14268","Jai-Tan Dale Portal","CE400000","150.224","160.973","61.1093","C946001C","76.901","85.203","140.123"
"13121","Ring of Crystals Estates Portal","CE400000","140.095","163.641","59.9748","BF430015","67.628","98.648","42.005"
"14271","Mage's Pass Portal","CE400000","132.461","157.395","59.9272","C13D0024","98.746","90.821","46.005"
"14287","Tattered Ridge Portal","CE400000","139.896","123.799","63.3464","B634003C","179.744","81.92","176.941"
"14261","West Baishi Settlement Portal","CE400000","127.536","147.17","60.3688","C641001A","77.541","27.742","63.09"
"14638","Jasmine Meadow Portal","CE400000","123.365","138.579","60.7045","BD47001D","80.866","102.108","37.496"
"14665","Shara Portal","CE400000","122.326","130.95","61.2864","B53B0014","67.659","78.315","40.169"
"15166","Kelnen Village Portal","CE400000","147.064","171.815","60.2604","B3450012","59.626","34.955","28.005"
"15170","Lin Kiln Park Portal","CE400000","158.698","164.622","61.5113","D6420024","96.701","88.432","218.519"
"19719","Fathomless Chasm","CE510000","122.756","54.9958","245.584","545E01DD","20","-80","0"
"21749","Proving Grounds Low","CE940102","39.6764","170.527","13.66","574401A0","30","-108","0.005"
"21750","Proving Grounds Mid","CE940102","39.9614","179.008","13.66","584401A0","30","-108","0.005"
"21748","Proving Grounds High","CE940102","31.2813","178.674","13.66","594401A0","30","-108","0.005"
"21747","Proving Grounds Extreme","CE940102","31.0962","171.322","13.66","5A4401A0","20","-108","0.005"
"21401","Citadel Library","CE940102","35.3681","181.979","13.66","56530113","31.097","-10.963","0.005"
"21413","Frost Ziggurat","CE940107","40.0631","164.834","13.66","5A460104","20","-20","0.005"
"21411","Fire Ziggurat","CE940107","39.777","156.175","13.66","59460104","20","-20","0.005"
"21399","Acid Ziggurat","CE940107","30.6293","156.615","13.66","58460104","20","-20","0.005"
"21425","Lightning Ziggurat","CE940107","30.859","164.333","13.66","57460104","20","-20","0.005"
"43065","Portal to Town Network","CE95002D","123.797","114.757","20.198","00070143","70","-60","0.005"
"39409","Patriarch's Valley","CE950034","148","81","19.937","72C80025","108","107","170.088"
"19718","Effigy Foundry Portal","CE950169","115.094","96.4076","14.805","545901B0","10","-80","6.005"
"6093","Eastham Meeting Hall Portal","CE950172","160.414","83.8787","22.005","01220126","30","-60","6"
"1323","Eastham Sewer","CE960000","138.775","173.041","14.3771","01CF0237","119.625","-163.107","6.005"
"7612","Lugian Excavations Portal","CF1F0000","161.676","31.6362","193.278","02E70285","10","-550","18"
"33558","Asheron's Island","CF950037","161.523","147.169","19.937","D6930005","18.435","113.644","-0.095"
"1901","High Mountain Valley","CFA00108","47.7108","72.0798","1.205","CA2D0038","160.3","180.6","167.5"
"1219","Thieves' Den","D0950000","121.672","121.43","1.68786","01E10272","88.46","-69.724","0"
"2094","Web Maze","D1410000","26.9631","129.199","96.199","01B20101","9.61","-30.47","0"
"22700","Tusker Temple","D1720000","80.1584","59.4522","35.3251","5D4402F9","160","-130","0.005"
"2091","Seaside Lair","D1940000","150.579","182.796","0.005","01B0011C","37.8","-57.5","1"
"32058","Vissidal Island","D1D70012","70.2925","41.3195","0.005","C8E2002A","136","42","0.005"
"25835","Firebird's Splendor","D23C0000","161.6","77.3654","384.13","644902D1","290.074","-44.179","0.005"
"24912","Olthoi Brood Hive","D2B60000","30.1924","136.878","214.083","57720439","130","-110","0.005"
"7317","Hills Citadel Portal","D3380000","13.3697","138.63","170.005","02F00152","140","-130","0"
"2078","Golem Burial Ground","D33F0000","110.466","149.099","201.525","01B40130","87.0588","-6.76988","0.005"
"7252","Murk Warrens","D3490000","43.9883","82.9734","37.6724","01000121","40","-260","0"
"31434","Lost Coastal Archive","D3AE0100","36","54","-6.408","003501E5","220","-10","0.00599998"
"24913","Olthoi Brood Hive","D3C70000","142.144","45.2361","51.8503","584C04F1","65.6376","-11.5578","0.005"
"23897","Reedshark Clan Training Camp","D46F0000","77.4747","29.0322","40.005","577A036C","140","-200","0.005"
"23901","Shreth Clan Training Camp","D4790000","77.4747","29.0322","41.5856","577902E3","70","-90","-5.995"
"5650","The Old Keep","D53D0000","164.7","75.4061","204.603","D53E0009","27.146","17.452","342.914"
"5651","The Lee Side of The Mountain","D53D0000","46.1183","170.129","340.005","D53F0019","85.521","13.554","296.515"
"7204","Cursed Swamp Portal","D55D0000","140.661","58.377","6.005","0108020C","50","-50","0"
"42818","Portal to Cragstone","D5990117","155.179","130.693","373.937","BB9F0040","169.358","168.251","54.005"
"24516","Asheron's Sanctum","D599014C","154.045","174.304","374","5E470104","11.8286","-9.20461","0.005"
"32044","Upper Sanctum of Xik Minru","D5DA000D","47.67","108.055","115.935","00F0052C","79.9425","-110.048","48.005"
"32044","Upper Sanctum of Xik Minru","D5DA0022","107.706","47.9397","115.937","00F0052C","79.9425","-110.048","48.005"
"32044","Upper Sanctum of Xik Minru","D5DA0028","107.867","168.01","115.937","00F0052C","79.9425","-110.048","48.005"
"32044","Upper Sanctum of Xik Minru","D5DA0035","167.841","108.204","115.937","00F0052C","79.9425","-110.048","48.005"
"32045","Temple of Xik Minru","D5DA014E","180.083","184.47","0.005","00F00143","20","-140","0.005"
"2089","Rocky Crypt Portal","D63F0000","5.39428","164.546","260.217","01B50101","3.1913","-70","0.005"
"23893","Gromnie Clan Training Camp","D66B0000","184.83","82.0361","34.8413","56430381","30.2209","-71.2641","6.005"
"23899","Serpent Clan Training Camp","D67E0000","182.896","30.2505","20.005","5778030A","11.1162","-80.074","6.005"
"35293","Asheron's Castle","D6930006","20.1916","132.842","-0.033125","D59A0039","177","1.21","373.501"
"42846","Portal to Hebian-To","D6990125","12.7903","130.7","373.937","E64E002F","138.304","161.905","20.04"
"5521","A Small Ruin Portal","D73C0000","190.205","76.4793","98.7551","01480139","50","-30","0"
"4160","Dungeon Mei Portal","D7510000","55","55","37.937","0184014B","60","-80","0"
"24881","Olthoi Brood Hive","D7D20000","148.365","107.885","27.6413","5E490435","18.8143","-12.6949","0.005"
"33545","Dark Isle","D7DE000A","42.0842","35.9553","61.937","C8E9000B","38.069","60.3064","0.337795"
"4955","Stone Cathedral","D8540102","85.0052","26.3172","26.044","0154017E","30","-10","-6"
"4965","Shreth Hive Portal","D8560100","36.1507","164.084","24.805","015302E8","45.7","-43","-18"
"1309","Green Mire Grave","D85C0000","176.2","125","13","01E5020E","80.915","-69.263","0"
"2072","Dungeon Muddy","D85D0000","32.049","125.312","12.005","01B60100","0.24","-0.7","0"
"1118","Black Death Catacombs Portal","D8CA0000","87.4737","67.4012","287.873","5E450377","40","-160","72"
"2066","Braid Mansion Ruin","D9540000","76.9695","118.695","20.005","01B70100","-0.6","-12.77","0"
"6098","Lin Meeting Hall Portal","DA3A010B","184.676","179.899","2.005","01270126","30","-60","6"
"22231","Victory Residential Halls Portal","DA3B0000","188.868","97.006","1.744","56500140","40","-70","0"
"43067","Portal to Town Network","DA3B003B","181.605","52.8087","0.198001","00070156","80","-70","0.005"
"19718","Effigy Foundry Portal","DA3B013B","179.154","79.141","-5.195","545901B0","10","-80","6.005"
"1124","Shoushi Grotto Portal","DA540000","91.8","69","40.3833","01F701ED","40","-140","0"
"43067","Portal to Town Network","DA550014","66.1818","92.2689","20.198","00070156","80","-70","0.005"
"19717","Mannikin Foundry Portal","DA5501E7","96.1469","139.013","14.805","545A013C","10","-50","6.005"
"6106","Shoushi Meeting Hall Portal","DA5501EB","102.017","184.32","22.005","012F0126","30","-60","6"
"4569","Portal to Nanto","DA5501F6","83.7826","167.461","13.66","E63E0022","96.96","37.722","74.542"
"4041","Portal to Kara","DA560118","179.932","30.6932","13.66","BA170039","181.2","3.2","167.7"
"28267","Banderling Hovel","DA570000","87.3035","88.1266","14.005","017A0137","29.6039","-10.1276","0"
"12522","Mosswart Place Cottages Portal","DA580000","27.5957","51.9625","13.7054","DB630016","67.067","127.458","32.005"
"12468","Aimaru Plains Cottages Portal","DA580000","27.0983","60.5903","13.7468","DD5C0012","66.61","45.306","19.556"
"12484","Chi Zou Cottages Portal","DA580000","28.3662","67.8821","13.6411","D65A003F","168.899","163.348","19.93"
"13127","Shou-Zin Portal","DA580000","37.1947","51.6968","12.9054","D5510005","21.679","117.313","46.453"
"43065","Portal to Town Network","DA75002D","125.225","108.214","18.198","00070143","70","-60","0.005"
"14449","Underground Passage","DB560101","12.1426","84.707","20.005","01C20123","80","-70","-24"
"5513","Thieves' Galleries Portal","DC370000","8.92001","63.2324","25.4729","0149017B","70","-30","0"
"15775","Arcanum Storehouse","DC3A0100","84.4125","189.826","6.805","545C067B","90","-260","0.005"
"2064","East Direlands Swamp","DC750000","101.891","54.9445","39.5079","3B4D0037","163.769","144.452","34.91"
"28835","Mossy Cave","DD540100","0.742","161.951","2.737","03FE0228","150.234","-211.5","3.98472"
"23895","Mask Clan Training Camp","DD6B0000","34.3643","84.036","15.002","56440103","1.14627","-69.928","-41.995"
"23891","Falcon Clan Training Camp","DD810000","29.7348","181.432","7.4591","5777040D","241.9","0.190061","0.005"
